geneId	geneName	type	specific_type	d0_r1	d0_r2	d0_r3	d14_r1	d14_r2	d14_r3	d14_r4	d28_r1	d28_r2	d28_r3
ENSG00000000003.14	TSPAN6	protein_coding	protein_coding	195	235	218	255	279	275	293	145	237	1927
ENSG00000000005.5	TNMD	protein_coding	protein_coding	0	0	1	0	1	1	0	1	0	6
ENSG00000000419.12	DPM1	protein_coding	protein_coding	111	115	138	78	75	79	113	56	70	437
ENSG00000000457.13	SCYL3	protein_coding	protein_coding	12	11	14	22	19	15	20	18	24	187
ENSG00000000460.16	C1orf112	protein_coding	protein_coding	35	37	39	7	12	10	15	5	14	157
ENSG00000000938.12	FGR	protein_coding	protein_coding	0	2	1	1	2	0	0	0	0	0
ENSG00000000971.15	CFH	protein_coding	protein_coding	2	9	12	16	19	11	14	0	0	99
ENSG00000001036.13	FUCA2	protein_coding	protein_coding	152	169	161	152	150	151	209	60	113	591
ENSG00000001084.12	GCLC	protein_coding	protein_coding	117	116	118	62	76	69	88	29	48	247
ENSG00000001167.14	NFYA	protein_coding	protein_coding	88	99	77	113	102	101	107	37	82	782
ENSG00000001460.17	STPG1	protein_coding	protein_coding	30	29	36	22	44	22	38	24	35	325
ENSG00000001461.16	NIPAL3	protein_coding	protein_coding	46	42	47	60	56	60	73	23	44	318
ENSG00000001497.16	LAS1L	protein_coding	protein_coding	227	238	206	135	117	147	165	111	168	748
ENSG00000001561.6	ENPP4	protein_coding	protein_coding	14	17	15	38	46	43	55	29	37	161
ENSG00000001617.11	SEMA3F	protein_coding	protein_coding	88	122	102	55	40	53	60	19	33	137
ENSG00000001626.15	CFTR	protein_coding	protein_coding	1	3	4	4	6	8	4	2	0	12
ENSG00000001629.9	ANKIB1	protein_coding	protein_coding	124	149	124	145	127	145	183	80	113	974
ENSG00000001630.16	CYP51A1	protein_coding	protein_coding	4	4	5	3	1	2	2	3	4	110
ENSG00000001631.15	KRIT1	protein_coding	protein_coding	9	15	16	13	9	11	11	7	12	40
ENSG00000002016.17	RAD52	protein_coding	protein_coding	30	30	16	52	43	46	57	25	27	156
ENSG00000002330.13	BAD	protein_coding	protein_coding	8	14	10	17	17	14	17	16	18	197
ENSG00000002549.12	LAP3	protein_coding	protein_coding	125	169	150	100	91	91	118	60	91	623
ENSG00000002586.19	CD99	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000002587.9	HS3ST1	protein_coding	protein_coding	12	7	9	3	3	8	5	1	0	73
ENSG00000002726.20	AOC1	protein_coding	protein_coding	0	0	1	0	0	0	0	0	0	1
ENSG00000002745.12	WNT16	protein_coding	protein_coding	1	0	1	0	0	2	1	0	1	2
ENSG00000002746.14	HECW1	protein_coding	protein_coding	4	9	1	0	0	3	6	3	16	84
ENSG00000002822.15	MAD1L1	protein_coding	protein_coding	61	77	67	36	55	46	47	39	55	376
ENSG00000002834.17	LASP1	protein_coding	protein_coding	454	566	483	355	373	359	401	189	306	1879
ENSG00000002919.14	SNX11	protein_coding	protein_coding	57	56	33	47	51	41	45	25	65	372
ENSG00000002933.8	TMEM176A	protein_coding	protein_coding	5	1	1	13	15	14	18	28	30	32
ENSG00000003056.7	M6PR	protein_coding	protein_coding	279	330	276	216	208	198	258	105	174	907
ENSG00000003096.14	KLHL13	protein_coding	protein_coding	25	20	22	17	11	26	26	26	50	170
ENSG00000003137.8	CYP26B1	protein_coding	protein_coding	0	1	0	4	4	4	2	6	5	24
ENSG00000003147.18	ICA1	protein_coding	protein_coding	80	93	86	51	59	55	61	56	78	78
ENSG00000003249.13	DBNDD1	protein_coding	protein_coding	164	153	146	48	43	38	53	34	53	141
ENSG00000003393.14	ALS2	protein_coding	protein_coding	141	183	152	95	119	117	142	63	108	943
ENSG00000003400.14	CASP10	protein_coding	protein_coding	41	39	34	20	18	18	32	1	2	9
ENSG00000003402.19	CFLAR	protein_coding	protein_coding	62	64	61	86	69	79	94	32	84	203
ENSG00000003436.15	TFPI	protein_coding	protein_coding	65	66	54	50	58	65	79	18	46	171
ENSG00000003509.15	NDUFAF7	protein_coding	protein_coding	363	395	354	53	68	67	76	40	44	284
ENSG00000003756.16	RBM5	protein_coding	protein_coding	137	173	170	325	370	384	441	305	444	1684
ENSG00000003987.13	MTMR7	protein_coding	protein_coding	9	7	9	4	7	4	5	12	19	78
ENSG00000003989.17	SLC7A2	protein_coding	protein_coding	80	89	89	26	27	30	34	9	13	62
ENSG00000004059.10	ARF5	protein_coding	protein_coding	187	196	184	202	233	218	247	174	293	1689
ENSG00000004139.13	SARM1	protein_coding	protein_coding	0	8	5	2	11	10	8	18	44	228
ENSG00000004142.11	POLDIP2	protein_coding	protein_coding	214	242	221	209	238	218	261	148	222	1208
ENSG00000004399.12	PLXND1	protein_coding	protein_coding	488	535	488	429	437	403	501	82	135	163
ENSG00000004455.16	AK2	protein_coding	protein_coding	217	197	204	178	202	193	214	124	184	967
ENSG00000004468.12	CD38	protein_coding	protein_coding	0	2	1	0	0	0	0	0	1	0
ENSG00000004478.7	FKBP4	protein_coding	protein_coding	434	474	476	316	370	351	412	212	317	1273
ENSG00000004487.16	KDM1A	protein_coding	protein_coding	689	788	629	470	443	453	496	532	724	3352
ENSG00000004534.14	RBM6	protein_coding	protein_coding	226	286	202	253	279	284	309	194	305	1150
ENSG00000004660.14	CAMKK1	protein_coding	protein_coding	41	40	35	57	33	39	60	29	27	85
ENSG00000004700.15	RECQL	protein_coding	protein_coding	83	92	71	62	51	62	79	32	48	475
ENSG00000004766.16	VPS50	protein_coding	protein_coding	29	43	38	47	77	48	70	41	53	443
ENSG00000004776.12	HSPB6	protein_coding	protein_coding	1	1	2	0	0	1	1	0	0	2
ENSG00000004777.18	ARHGAP33	protein_coding	protein_coding	57	73	72	35	36	42	46	74	133	260
ENSG00000004779.9	NDUFAB1	protein_coding	protein_coding	365	385	334	153	157	132	191	77	156	1220
ENSG00000004799.7	PDK4	protein_coding	protein_coding	4	9	8	72	94	103	93	21	40	62
ENSG00000004809.13	SLC22A16	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000004838.13	ZMYND10	protein_coding	protein_coding	1	0	1	4	3	8	1	5	11	912
ENSG00000004846.16	ABCB5	protein_coding	protein_coding	0	0	0	0	0	0	1	0	0	3
ENSG00000004848.7	ARX	protein_coding	protein_coding	2	2	1	2	5	0	2	39	41	99
ENSG00000004864.13	SLC25A13	protein_coding	protein_coding	192	199	188	168	156	183	202	104	141	908
ENSG00000004866.20	ST7	protein_coding	protein_coding	25	24	32	64	54	62	71	55	93	418
ENSG00000004897.11	CDC27	protein_coding	protein_coding	139	175	147	76	100	90	122	82	146	857
ENSG00000004939.14	SLC4A1	protein_coding	protein_coding	0	1	5	0	0	0	0	0	0	0
ENSG00000004948.14	CALCR	protein_coding	protein_coding	6	4	7	2	1	2	1	10	14	31
ENSG00000004961.14	HCCS	protein_coding	protein_coding	65	83	61	40	55	53	39	28	57	326
ENSG00000004975.11	DVL2	protein_coding	protein_coding	154	154	136	187	192	184	208	125	162	995
ENSG00000005001.9	PRSS22	protein_coding	protein_coding	27	27	27	15	20	19	10	1	0	3
ENSG00000005007.12	UPF1	protein_coding	protein_coding	306	380	312	142	174	173	196	111	198	963
ENSG00000005020.12	SKAP2	protein_coding	protein_coding	5	11	10	45	87	63	74	30	39	71
ENSG00000005022.5	SLC25A5	protein_coding	protein_coding	1018	1107	894	507	535	485	583	187	377	2318
ENSG00000005059.15	MCUB	protein_coding	protein_coding	26	38	32	12	16	24	27	23	32	179
ENSG00000005073.5	HOXA11	protein_coding	protein_coding	0	0	0	1	0	0	0	0	0	3
ENSG00000005075.15	POLR2J	protein_coding	protein_coding	67	64	71	56	64	63	72	52	68	478
ENSG00000005100.12	DHX33	protein_coding	protein_coding	114	118	114	66	55	62	75	52	92	465
ENSG00000005102.12	MEOX1	protein_coding	protein_coding	0	1	0	1	2	3	0	2	2	161
ENSG00000005108.15	THSD7A	protein_coding	protein_coding	12	20	18	40	52	62	63	41	65	459
ENSG00000005156.11	LIG3	protein_coding	protein_coding	198	223	198	119	141	144	141	75	107	691
ENSG00000005175.9	RPAP3	protein_coding	protein_coding	79	111	92	71	92	74	77	46	97	601
ENSG00000005187.11	ACSM3	protein_coding	protein_coding	8	6	10	3	2	7	3	2	0	10
ENSG00000005189.19	REXO5	protein_coding	protein_coding	18	25	23	6	15	17	10	13	21	72
ENSG00000005194.14	CIAPIN1	protein_coding	protein_coding	165	183	177	123	142	123	160	113	165	1181
ENSG00000005206.16	SPPL2B	protein_coding	protein_coding	63	86	76	115	120	124	160	106	169	709
ENSG00000005238.19	FAM214B	protein_coding	protein_coding	44	44	48	177	211	186	246	80	147	797
ENSG00000005243.9	COPZ2	protein_coding	protein_coding	1	6	2	15	15	13	23	9	9	47
ENSG00000005249.12	PRKAR2B	protein_coding	protein_coding	55	45	47	19	17	14	11	33	41	281
ENSG00000005302.18	MSL3	protein_coding	protein_coding	35	46	37	46	59	65	74	40	68	430
ENSG00000005339.14	CREBBP	protein_coding	protein_coding	144	168	146	120	143	148	144	140	236	1208
ENSG00000005379.16	TSPOAP1	protein_coding	protein_coding	22	29	23	36	54	53	48	76	118	262
ENSG00000005381.7	MPO	protein_coding	protein_coding	1	3	3	3	1	0	2	0	1	1
ENSG00000005421.8	PON1	protein_coding	protein_coding	0	2	0	0	0	1	0	0	1	2
ENSG00000005436.13	GCFC2	protein_coding	protein_coding	27	17	17	40	40	29	39	29	43	213
ENSG00000005448.16	WDR54	protein_coding	protein_coding	65	76	46	86	81	96	99	83	153	827
ENSG00000005469.11	CROT	protein_coding	protein_coding	16	15	9	30	35	36	46	25	48	233
ENSG00000005471.17	ABCB4	protein_coding	protein_coding	10	7	7	13	22	11	31	10	9	26
ENSG00000005483.20	KMT2E	protein_coding	protein_coding	86	124	116	325	295	313	352	226	362	1225
ENSG00000005486.16	RHBDD2	protein_coding	protein_coding	76	76	64	155	191	175	172	177	294	1427
ENSG00000005513.9	SOX8	protein_coding	protein_coding	35	50	30	59	69	60	57	18	32	50
ENSG00000005700.14	IBTK	protein_coding	protein_coding	150	206	179	174	196	197	224	155	185	1201
ENSG00000005801.17	ZNF195	protein_coding	protein_coding	169	183	154	110	110	110	146	90	146	534
ENSG00000005810.17	MYCBP2	protein_coding	protein_coding	57	71	80	86	94	89	110	69	137	789
ENSG00000005812.10	FBXL3	protein_coding	protein_coding	19	21	25	30	29	26	36	28	40	147
ENSG00000005844.17	ITGAL	protein_coding	protein_coding	0	1	0	0	2	0	0	0	0	1
ENSG00000005882.11	PDK2	protein_coding	protein_coding	29	36	27	32	37	47	41	30	39	282
ENSG00000005884.17	ITGA3	protein_coding	protein_coding	313	330	303	167	168	160	214	23	49	245
ENSG00000005889.15	ZFX	protein_coding	protein_coding	33	54	34	52	60	52	53	47	78	529
ENSG00000005893.15	LAMP2	protein_coding	protein_coding	199	229	185	291	300	308	354	103	189	1622
ENSG00000005961.18	ITGA2B	protein_coding	protein_coding	14	22	20	8	3	12	18	5	12	28
ENSG00000005981.12	ASB4	protein_coding	protein_coding	0	0	0	0	0	1	0	0	0	5
ENSG00000006007.11	GDE1	protein_coding	protein_coding	218	214	213	121	111	110	133	90	152	1315
ENSG00000006015.17	REX1BD	protein_coding	protein_coding	47	56	57	69	72	54	78	28	48	350
ENSG00000006016.10	CRLF1	protein_coding	protein_coding	53	41	33	181	192	185	253	77	124	153
ENSG00000006025.11	OSBPL7	protein_coding	protein_coding	20	33	35	79	96	74	79	28	66	141
ENSG00000006042.11	TMEM98	protein_coding	protein_coding	99	109	86	171	145	137	168	123	199	1816
ENSG00000006047.12	YBX2	protein_coding	protein_coding	79	86	76	5	3	2	4	7	7	37
ENSG00000006059.3	KRT33A	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000006062.15	MAP3K14	protein_coding	protein_coding	10	13	8	10	14	19	11	10	16	75
ENSG00000006071.13	ABCC8	protein_coding	protein_coding	0	4	2	13	6	12	7	28	61	61
ENSG00000006116.3	CACNG3	protein_coding	protein_coding	0	0	0	1	1	3	1	0	3	9
ENSG00000006118.14	TMEM132A	protein_coding	protein_coding	109	126	102	256	276	300	325	208	358	1714
ENSG00000006125.17	AP2B1	protein_coding	protein_coding	532	634	598	859	870	878	1017	598	916	5878
ENSG00000006128.11	TAC1	protein_coding	protein_coding	8	13	17	17	15	16	28	7	13	47
ENSG00000006194.9	ZNF263	protein_coding	protein_coding	86	85	76	82	76	83	82	62	117	499
ENSG00000006210.6	CX3CL1	protein_coding	protein_coding	12	21	15	37	27	26	26	34	55	143
ENSG00000006282.20	SPATA20	protein_coding	protein_coding	128	150	137	213	212	211	245	87	145	515
ENSG00000006283.17	CACNA1G	protein_coding	protein_coding	13	6	9	20	47	29	43	143	201	411
ENSG00000006327.13	TNFRSF12A	protein_coding	protein_coding	119	145	126	34	36	41	47	10	12	189
ENSG00000006377.10	DLX6	protein_coding	protein_coding	0	0	0	2	1	1	2	2	4	10
ENSG00000006432.15	MAP3K9	protein_coding	protein_coding	78	102	91	56	45	70	86	40	60	352
ENSG00000006451.7	RALA	protein_coding	protein_coding	189	202	204	161	158	176	209	63	128	678
ENSG00000006453.13	BAIAP2L1	protein_coding	protein_coding	141	171	135	59	47	52	61	9	12	64
ENSG00000006459.10	KDM7A	protein_coding	protein_coding	70	81	76	114	127	108	125	62	80	291
ENSG00000006468.13	ETV1	protein_coding	protein_coding	208	253	196	56	63	40	56	22	31	499
ENSG00000006530.16	AGK	protein_coding	protein_coding	140	165	138	86	74	61	80	53	100	412
ENSG00000006534.15	ALDH3B1	protein_coding	protein_coding	5	2	6	15	14	16	11	3	15	53
ENSG00000006555.10	TTC22	protein_coding	protein_coding	7	3	1	0	1	0	0	1	0	1
ENSG00000006576.16	PHTF2	protein_coding	protein_coding	67	70	61	37	52	37	67	40	43	230
ENSG00000006606.8	CCL26	protein_coding	protein_coding	1	0	0	0	0	0	0	0	1	2
ENSG00000006607.13	FARP2	protein_coding	protein_coding	43	56	57	38	52	58	56	39	72	654
ENSG00000006611.15	USH1C	protein_coding	protein_coding	2	7	7	1	4	1	2	8	14	203
ENSG00000006625.17	GGCT	protein_coding	protein_coding	123	93	101	37	38	42	46	26	26	172
ENSG00000006634.7	DBF4	protein_coding	protein_coding	119	166	109	29	19	18	34	45	67	229
ENSG00000006638.11	TBXA2R	protein_coding	protein_coding	4	3	2	3	0	0	2	0	0	1
ENSG00000006652.13	IFRD1	protein_coding	protein_coding	203	201	151	156	195	191	205	99	140	700
ENSG00000006659.12	LGALS14	protein_coding	protein_coding	0	0	0	0	0	0	1	0	0	0
ENSG00000006695.10	COX10	protein_coding	protein_coding	76	70	63	23	24	34	33	27	32	173
ENSG00000006704.10	GTF2IRD1	protein_coding	protein_coding	126	114	125	75	76	87	86	93	97	568
ENSG00000006712.14	PAF1	protein_coding	protein_coding	77	82	74	66	89	74	106	75	120	759
ENSG00000006715.15	VPS41	protein_coding	protein_coding	114	129	121	257	294	272	299	148	211	1695
ENSG00000006740.16	ARHGAP44	protein_coding	protein_coding	49	64	58	23	19	30	18	16	16	97
ENSG00000006744.18	ELAC2	protein_coding	protein_coding	224	263	211	143	162	158	186	118	175	762
ENSG00000006747.14	SCIN	protein_coding	protein_coding	4	1	2	2	2	0	1	0	0	27
ENSG00000006756.15	ARSD	protein_coding	protein_coding	19	35	34	74	69	65	86	46	113	539
ENSG00000006757.11	PNPLA4	protein_coding	protein_coding	26	40	30	43	43	38	61	35	53	240
ENSG00000006788.13	MYH13	protein_coding	protein_coding	0	0	0	0	1	1	0	0	0	0
ENSG00000006831.9	ADIPOR2	protein_coding	protein_coding	157	172	147	99	135	131	146	117	145	1107
ENSG00000006837.11	CDKL3	protein_coding	protein_coding	1	1	0	1	2	1	1	3	0	12
ENSG00000007001.12	UPP2	protein_coding	protein_coding	1	0	0	0	0	0	0	1	1	7
ENSG00000007038.10	PRSS21	protein_coding	protein_coding	6	14	11	0	0	0	0	0	0	0
ENSG00000007047.14	MARK4	protein_coding	protein_coding	176	200	172	146	184	161	177	129	165	687
ENSG00000007062.11	PROM1	protein_coding	protein_coding	361	383	350	15	11	19	11	29	33	795
ENSG00000007080.10	CCDC124	protein_coding	protein_coding	127	143	118	96	105	119	131	60	99	874
ENSG00000007129.17	CEACAM21	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000007168.12	PAFAH1B1	protein_coding	protein_coding	329	380	346	378	420	378	460	408	625	2494
ENSG00000007171.17	NOS2	protein_coding	protein_coding	4	4	3	4	1	0	1	4	5	3
ENSG00000007174.17	DNAH9	protein_coding	protein_coding	1	0	0	0	0	0	0	0	0	15
ENSG00000007202.14	KIAA0100	protein_coding	protein_coding	213	277	224	215	232	245	269	162	248	1951
ENSG00000007216.14	SLC13A2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	1
ENSG00000007237.18	GAS7	protein_coding	protein_coding	50	49	47	27	30	30	26	26	42	371
ENSG00000007255.10	TRAPPC6A	protein_coding	protein_coding	79	96	90	71	81	73	75	47	80	322
ENSG00000007264.14	MATK	protein_coding	protein_coding	20	39	19	5	8	8	2	2	2	8
ENSG00000007306.14	CEACAM7	protein_coding	protein_coding	0	2	0	0	0	0	0	0	0	0
ENSG00000007312.12	CD79B	protein_coding	protein_coding	8	6	6	2	4	2	1	0	0	1
ENSG00000007314.12	SCN4A	protein_coding	protein_coding	14	12	18	5	3	2	4	1	6	4
ENSG00000007341.18	ST7L	protein_coding	protein_coding	19	13	17	22	27	19	19	17	26	145
ENSG00000007350.16	TKTL1	protein_coding	protein_coding	8	9	3	2	0	3	4	0	3	23
ENSG00000007372.22	PAX6	protein_coding	protein_coding	0	0	0	16	13	14	18	27	16	124
ENSG00000007376.7	RPUSD1	protein_coding	protein_coding	66	83	60	36	28	24	44	19	39	205
ENSG00000007384.15	RHBDF1	protein_coding	protein_coding	144	177	129	277	281	277	306	76	137	180
ENSG00000007392.16	LUC7L	protein_coding	protein_coding	164	140	127	141	195	183	204	149	246	865
ENSG00000007402.11	CACNA2D2	protein_coding	protein_coding	167	246	189	44	49	39	47	71	96	417
ENSG00000007516.13	BAIAP3	protein_coding	protein_coding	27	37	17	140	171	154	186	281	464	2514
ENSG00000007520.3	TSR3	protein_coding	protein_coding	76	59	66	51	71	65	61	48	49	406
ENSG00000007541.16	PIGQ	protein_coding	protein_coding	49	53	38	99	91	86	126	73	103	559
ENSG00000007545.15	CRAMP1	protein_coding	protein_coding	28	49	31	32	34	42	45	37	49	199
ENSG00000007866.20	TEAD3	protein_coding	protein_coding	114	115	105	115	148	126	124	47	91	294
ENSG00000007908.15	SELE	protein_coding	protein_coding	1	0	0	0	1	0	0	0	0	0
ENSG00000007923.15	DNAJC11	protein_coding	protein_coding	117	119	128	66	83	56	82	50	76	426
ENSG00000007933.12	FMO3	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	5
ENSG00000007944.14	MYLIP	protein_coding	protein_coding	79	90	85	40	51	47	58	17	39	524
ENSG00000007952.17	NOX1	protein_coding	protein_coding	0	2	1	1	2	0	1	2	0	1
ENSG00000007968.6	E2F2	protein_coding	protein_coding	6	9	5	1	1	1	1	11	9	93
ENSG00000008018.8	PSMB1	protein_coding	protein_coding	502	543	500	287	353	305	378	165	263	2477
ENSG00000008056.13	SYN1	protein_coding	protein_coding	7	13	10	8	6	9	9	18	26	56
ENSG00000008083.13	JARID2	protein_coding	protein_coding	1109	1198	1052	152	146	147	174	121	194	1131
ENSG00000008086.11	CDKL5	protein_coding	protein_coding	48	70	56	31	37	37	35	12	23	200
ENSG00000008118.9	CAMK1G	protein_coding	protein_coding	1	3	1	5	3	2	4	18	30	48
ENSG00000008128.22	CDK11A	protein_coding	protein_coding	0	0	2	4	0	5	1	2	1	3
ENSG00000008130.15	NADK	protein_coding	protein_coding	147	162	143	85	112	100	150	72	100	573
ENSG00000008196.12	TFAP2B	protein_coding	protein_coding	0	0	0	0	0	0	0	3	7	13
ENSG00000008197.4	TFAP2D	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000008226.19	DLEC1	protein_coding	protein_coding	1	1	1	3	9	9	4	7	9	203
ENSG00000008256.15	CYTH3	protein_coding	protein_coding	62	82	69	54	51	42	73	63	77	486
ENSG00000008277.14	ADAM22	protein_coding	protein_coding	21	24	23	41	41	43	40	19	48	285
ENSG00000008282.8	SYPL1	protein_coding	protein_coding	220	256	235	143	159	153	156	52	91	326
ENSG00000008283.15	CYB561	protein_coding	protein_coding	70	71	72	18	22	20	26	32	36	400
ENSG00000008294.20	SPAG9	protein_coding	protein_coding	210	264	265	417	432	457	488	449	710	3270
ENSG00000008300.16	CELSR3	protein_coding	protein_coding	88	139	85	70	80	63	94	160	215	609
ENSG00000008311.14	AASS	protein_coding	protein_coding	473	535	470	35	47	41	32	80	104	664
ENSG00000008323.15	PLEKHG6	protein_coding	protein_coding	52	46	48	4	7	4	4	1	3	33
ENSG00000008324.11	SS18L2	protein_coding	protein_coding	54	63	67	24	38	40	42	21	43	182
ENSG00000008382.15	MPND	protein_coding	protein_coding	16	19	15	34	35	26	36	17	51	246
ENSG00000008394.12	MGST1	protein_coding	protein_coding	307	319	264	98	98	109	121	84	117	451
ENSG00000008405.11	CRY1	protein_coding	protein_coding	104	125	100	52	58	49	71	29	41	390
ENSG00000008438.4	PGLYRP1	protein_coding	protein_coding	0	1	0	1	0	0	1	1	1	4
ENSG00000008441.16	NFIX	protein_coding	protein_coding	4	2	7	10	12	10	11	5	11	92
ENSG00000008513.15	ST3GAL1	protein_coding	protein_coding	30	32	31	58	59	61	74	45	63	341
ENSG00000008516.16	MMP25	protein_coding	protein_coding	47	47	43	2	3	1	1	1	0	7
ENSG00000008517.16	IL32	protein_coding	protein_coding	3	8	4	0	3	2	0	3	1	1
ENSG00000008710.19	PKD1	protein_coding	protein_coding	106	124	103	153	193	203	193	156	230	762
ENSG00000008735.13	MAPK8IP2	protein_coding	protein_coding	4	3	3	11	12	10	14	63	88	554
ENSG00000008838.19	MED24	protein_coding	protein_coding	264	326	247	261	295	300	334	224	351	1438
ENSG00000008853.16	RHOBTB2	protein_coding	protein_coding	33	37	35	48	60	56	76	63	124	656
ENSG00000008869.11	HEATR5B	protein_coding	protein_coding	58	68	63	96	80	97	100	57	97	747
ENSG00000008952.16	SEC62	protein_coding	protein_coding	158	201	164	187	232	212	250	125	225	1389
ENSG00000008988.9	RPS20	protein_coding	protein_coding	1914	2143	1875	2060	2235	2104	2448	982	1540	8565
ENSG00000009307.15	CSDE1	protein_coding	protein_coding	1364	1594	1443	1018	1086	1105	1194	787	1202	8225
ENSG00000009335.17	UBE3C	protein_coding	protein_coding	168	190	216	94	98	109	95	77	114	1002
ENSG00000009413.15	REV3L	protein_coding	protein_coding	35	55	46	77	75	80	82	52	64	475
ENSG00000009694.13	TENM1	protein_coding	protein_coding	11	11	4	6	6	8	0	5	15	46
ENSG00000009709.11	PAX7	protein_coding	protein_coding	1	1	0	1	0	0	0	47	60	40
ENSG00000009724.16	MASP2	protein_coding	protein_coding	7	3	8	12	9	9	10	9	14	46
ENSG00000009765.14	IYD	protein_coding	protein_coding	0	0	0	0	0	0	0	1	0	0
ENSG00000009780.15	FAM76A	protein_coding	protein_coding	21	25	20	31	27	26	32	17	43	211
ENSG00000009790.14	TRAF3IP3	protein_coding	protein_coding	0	0	0	0	0	0	1	0	0	2
ENSG00000009830.11	POMT2	protein_coding	protein_coding	52	53	55	92	87	89	112	87	136	683
ENSG00000009844.15	VTA1	protein_coding	protein_coding	172	160	170	107	94	127	142	83	113	1145
ENSG00000009950.15	MLXIPL	protein_coding	protein_coding	44	41	29	24	33	30	21	33	39	32
ENSG00000009954.10	BAZ1B	protein_coding	protein_coding	242	295	210	156	174	165	175	129	223	1828
ENSG00000010017.12	RANBP9	protein_coding	protein_coding	112	119	113	90	97	112	118	81	137	725
ENSG00000010030.13	ETV7	protein_coding	protein_coding	4	4	6	2	1	2	1	1	0	0
ENSG00000010072.15	SPRTN	protein_coding	protein_coding	19	21	16	20	16	20	16	12	26	215
ENSG00000010165.19	METTL13	protein_coding	protein_coding	159	176	168	74	77	83	85	37	68	423
ENSG00000010219.13	DYRK4	protein_coding	protein_coding	21	37	18	32	44	32	44	45	50	247
ENSG00000010244.18	ZNF207	protein_coding	protein_coding	266	316	268	279	275	266	348	171	228	2123
ENSG00000010256.10	UQCRC1	protein_coding	protein_coding	567	658	555	388	413	389	474	187	324	2154
ENSG00000010270.13	STARD3NL	protein_coding	protein_coding	107	104	110	166	169	202	205	114	174	1225
ENSG00000010278.13	CD9	protein_coding	protein_coding	463	545	473	108	120	109	132	34	34	137
ENSG00000010282.14	HHATL	protein_coding	protein_coding	1	0	0	0	0	1	0	0	0	2
ENSG00000010292.12	NCAPD2	protein_coding	protein_coding	528	616	553	119	118	117	132	147	248	1527
ENSG00000010295.19	IFFO1	protein_coding	protein_coding	62	89	74	46	58	53	56	31	60	269
ENSG00000010310.8	GIPR	protein_coding	protein_coding	5	5	5	59	58	57	62	43	71	98
ENSG00000010318.20	PHF7	protein_coding	protein_coding	30	36	26	19	26	18	22	10	9	57
ENSG00000010319.6	SEMA3G	protein_coding	protein_coding	10	9	8	1	3	2	2	0	7	6
ENSG00000010322.15	NISCH	protein_coding	protein_coding	242	279	217	436	543	484	585	346	642	2363
ENSG00000010327.10	STAB1	protein_coding	protein_coding	3	1	2	2	1	0	1	1	0	2
ENSG00000010361.13	FUZ	protein_coding	protein_coding	35	39	35	27	37	31	42	13	24	194
ENSG00000010379.15	SLC6A13	protein_coding	protein_coding	1	1	2	4	1	1	4	0	0	15
ENSG00000010404.17	IDS	protein_coding	protein_coding	160	168	135	485	495	471	514	180	321	1545
ENSG00000010438.16	PRSS3	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000010539.11	ZNF200	protein_coding	protein_coding	17	16	18	24	35	25	35	16	28	218
ENSG00000010610.9	CD4	protein_coding	protein_coding	7	12	12	12	11	10	8	12	14	44
ENSG00000010626.14	LRRC23	protein_coding	protein_coding	4	13	4	37	46	32	45	18	24	418
ENSG00000010671.15	BTK	protein_coding	protein_coding	0	2	1	0	0	0	2	0	2	10
ENSG00000010704.18	HFE	protein_coding	protein_coding	3	2	6	3	11	13	10	6	11	58
ENSG00000010803.16	SCMH1	protein_coding	protein_coding	56	59	58	74	74	66	72	78	110	340
ENSG00000010810.17	FYN	protein_coding	protein_coding	180	202	146	224	216	219	245	293	466	1850
ENSG00000010818.9	HIVEP2	protein_coding	protein_coding	53	53	51	78	65	103	94	56	104	381
ENSG00000010932.16	FMO1	protein_coding	protein_coding	1	0	0	0	4	2	2	0	0	7
ENSG00000011007.12	ELOA	protein_coding	protein_coding	84	111	88	84	89	100	121	63	144	607
ENSG00000011009.10	LYPLA2	protein_coding	protein_coding	221	267	222	128	154	155	173	77	108	878
ENSG00000011021.22	CLCN6	protein_coding	protein_coding	107	101	103	99	130	111	144	90	148	452
ENSG00000011028.13	MRC2	protein_coding	protein_coding	265	281	231	1498	1783	1754	1935	425	724	5123
ENSG00000011052.21	NME1-NME2	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000011083.8	SLC6A7	protein_coding	protein_coding	0	0	0	0	2	0	0	0	0	0
ENSG00000011105.13	TSPAN9	protein_coding	protein_coding	109	130	99	124	111	117	164	48	79	564
ENSG00000011114.14	BTBD7	protein_coding	protein_coding	63	93	79	46	46	61	65	50	58	513
ENSG00000011132.11	APBA3	protein_coding	protein_coding	35	29	33	30	28	33	32	18	24	160
ENSG00000011143.16	MKS1	protein_coding	protein_coding	44	63	38	61	84	77	120	52	74	408
